species,subpopulation,presence,data_type,tag_id,mld,PPupper200m,sla,sst,sst_sd,bathy,bathy_sd
Blue Whale,N Pacific,1,opportunistic sighting,1,11.648463379253,44.0260917262027,0.0113311828451212,12.9942784102067,0.971470032507986,-1070.360374785,1035.85349958917
Blue Whale,N Pacific,1,opportunistic sighting,1,13.5685416857402,1.33259359689859,-0.0695270970463753,20.5433387756348,0.521290282393802,-568.466344755329,347.24996528798
Blue Whale,N Pacific,1,opportunistic sighting,1,12.4491435686747,1.70020653651311,-0.0645720429718494,18.8636548360189,0.0976656535473275,-568.466344755329,347.24996528798
Blue Whale,N Pacific,1,opportunistic sighting,1,10.4201085567474,15.9231372409397,0.0469791935756803,19.7876244458285,0.702547321771024,-896.96783686444,412.029364138259
Blue Whale,N Pacific,1,opportunistic sighting,1,10.4536615454632,14.8071732997894,0.0506591868141423,20.0728335380554,0.550669460751693,-828.871476372326,352.202392101166
Blue Whale,N Pacific,1,opportunistic sighting,1,10.5298606554667,13.3121155863223,0.0492368279956281,19.7726754347483,0.665650230434002,-981.826012164219,369.619937633377
Blue Whale,N Pacific,1,opportunistic sighting,1,10.49882711683,16.8719135125478,0.0506905384361744,20.4292191898122,0.291388184512215,-614.736833609509,299.901195041506
Blue Whale,N Pacific,1,opportunistic sighting,1,10.4320326532636,23.2116135756175,-0.00757073738246358,18.1553686927347,0.433899479504227,-763.614870004285,391.701122348731
Blue Whale,N Pacific,1,opportunistic sighting,1,10.4107563621119,15.7356158424826,0.0481064517639185,19.9750026702881,0.546828539944683,-887.782246400406,413.779304723452
Blue Whale,N Pacific,1,opportunistic sighting,1,11.4951911653791,36.3222077687581,-0.0271949308392193,16.9272275812486,0.446015215620657,-763.614870004285,391.701122348731
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.4589888890584,36.3222077687581,-0.0271283870562911,16.9559504191081,0.449530709148053,-721.367731821183,408.184968969062
Blue Whale,N Pacific,1,opportunistic sighting,1,11.4951911653791,36.3222077687581,-0.0271949308392193,16.9272275812486,0.446015215620657,-763.614870004285,391.701122348731
Blue Whale,N Pacific,1,opportunistic sighting,1,11.2567911709056,32.705088297526,-0.017051176606294,16.0459987238834,0.530562078873589,-906.686982852466,478.364287462303
Blue Whale,N Pacific,1,opportunistic sighting,1,11.2011116743088,32.8113594055176,-0.0162418750696816,16.1383634673225,0.481364614140308,-838.939075730289,429.799313802874
Blue Whale,N Pacific,1,opportunistic sighting,1,11.2011116743088,32.8113594055176,-0.0162418750696816,16.1383634673225,0.481364614140308,-838.939075730289,429.799313802874
Blue Whale,N Pacific,1,opportunistic sighting,1,12.0005907331194,37.584751996127,-0.0260695853004498,17.1611717939377,0.263639438476016,-566.831582449373,324.201206509242
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,16.9782140395221,0.453021035866198,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,16.9782140395221,0.453021035866198,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3643063136509,37.2924329584295,-0.0275764976894217,17.0430020093918,0.37788305952679,-660.898990402696,353.614349050112
Blue Whale,N Pacific,1,opportunistic sighting,1,20.3751546686346,2.0150746802489,-0.0962885948164122,20.9132499694824,0.119536078694456,-613.585945095501,335.78691074017
Blue Whale,N Pacific,1,opportunistic sighting,1,13.5936882155282,1.15782122612,-0.0830735299078857,18.8673832837273,0.408235441095942,-735.98883061178,503.089977779731
Blue Whale,N Pacific,1,opportunistic sighting,1,13.5068210455088,1.28752806356975,-0.100567932295449,20.0891106549431,0.482342720718061,-855.507423519422,570.716566533922
Blue Whale,N Pacific,1,opportunistic sighting,1,11.3963382027366,3.0878369808197,-0.0818224566487166,20.6583072117397,0.339796463259459,-579.529822646572,331.573646777114
Blue Whale,N Pacific,1,opportunistic sighting,1,11.7977268912575,3.03304735819499,-0.0868349080639226,20.4981564113072,0.412730361836247,-631.646481214704,346.741672064107
Blue Whale,N Pacific,1,opportunistic sighting,1,11.8468345295299,3.51055330038071,-0.0965715439191886,21.3723312105451,0.215631038488686,-631.646481214704,346.741672064107
